model,model_type,split,train_loss,val_loss,physics_loss,physics_latent_loss,physics_ag_loss,physics_ndvi_loss,physics_weather_loss,physics_weather_identity_loss,physics_weather_threshold_loss,physics_weather_drought_loss,physics_weather_bounded_loss,physics_consistency_loss,physics_growth_loss,physics_phenology_loss,physics_water_loss,rmse,mae,mse,r2,val_rmse,val_mae,val_mse,val_r2,checkpoint_path,history_path,loss_curve_path,physics_curve_path,predictions_path,trainable_parameters,total_parameters,status
gru,learned,test,0.408287975924585,0.8429810695776634,1.1223602953181926,0.218742662909055,0.038904788079185515,0.08321379742237052,3.518430096533162,14.777678191059767,2.21193349080455,0.023861596780995326,0.0,0.19164537560658823,0.007607043770954063,0.007411250515342361,0.012078993555522126,431.9805587349968,72.40849304199219,186607.203125,0.765454113483429,339.04249364939494,61.31600570678711,114949.8125,0.9034780859947205,/mnt/c/Users/lobakkang/GITHUB/Crop-Net/training/runs/gru_best/gru/checkpoint.pt,/mnt/c/Users/lobakkang/GITHUB/Crop-Net/training/runs/gru_best/gru/history.csv,/mnt/c/Users/lobakkang/GITHUB/Crop-Net/training/runs/gru_best/gru/loss_curve.png,/mnt/c/Users/lobakkang/GITHUB/Crop-Net/training/runs/gru_best/gru/physics_curve.png,/mnt/c/Users/lobakkang/GITHUB/Crop-Net/training/runs/gru_best/gru/test_predictions.csv,46080,46080,trained
