model,model_type,checkpoint_path,history_path,predictions_path,trainable_parameters,total_parameters,status
gru,learned,training/runs/gru_best/gru/checkpoint.pt,training/runs/gru_best/gru/history.csv,training/runs/gru_best/gru/test_predictions.csv,46080,46080,trained
