model,model_type,split,rmse,mae,mse,r2,val_rmse,val_mae,val_mse,val_r2,checkpoint_path,history_path,loss_curve_path,predictions_path,trainable_parameters,total_parameters,status
lstm,learned,test,3.3013418590587578,0.4983489215373993,10.898858070373535,0.8589345216751099,4.801999414776787,0.46080419421195984,23.0591983795166,0.7001042366027832,/mnt/c/users/lobakkang/github/crop-net/training/runs/aug_smoke/lstm/checkpoint.pt,/mnt/c/users/lobakkang/github/crop-net/training/runs/aug_smoke/lstm/history.csv,/mnt/c/users/lobakkang/github/crop-net/training/runs/aug_smoke/lstm/loss_curve.png,/mnt/c/users/lobakkang/github/crop-net/training/runs/aug_smoke/lstm/test_predictions.csv,28259,28259,trained
