epoch,train_loss,train_forecast_loss,train_physics_loss,train_physics_latent_loss,train_physics_ag_loss,train_physics_ndvi_loss,train_physics_weather_loss,train_physics_weather_identity_loss,train_physics_weather_threshold_loss,train_physics_weather_drought_loss,train_physics_weather_bounded_loss,train_physics_consistency_loss,train_physics_growth_loss,train_physics_phenology_loss,train_physics_water_loss,val_loss,val_forecast_loss,val_physics_loss,val_physics_latent_loss,val_physics_ag_loss,val_physics_ndvi_loss,val_physics_weather_loss,val_physics_weather_identity_loss,val_physics_weather_threshold_loss,val_physics_weather_drought_loss,val_physics_weather_bounded_loss,val_physics_consistency_loss,val_physics_growth_loss,val_physics_phenology_loss,val_physics_water_loss,lr
1.0,0.8462325497107073,0.8462325497107073,1.1845210172511913,0.49609707454773444,0.04175400884882636,0.0850997821048454,3.6278171464382734,14.672174014895319,3.3172914674118847,0.023299060416994272,0.0,0.4559411303496655,0.011025484939817627,0.010873740308998544,0.018256718267746243,0.583168772535292,0.583168772535292,1.141723172030465,0.4078893826064036,0.037835020258370475,0.08513666649258096,3.518430096533162,14.777678191059767,2.21193349080455,0.023861596780995326,0.0,0.38116300527495567,0.008229534916253604,0.007016199888655233,0.011480647521814715,0.001
2.0,0.7288766499320265,0.7288766499320265,1.1781176134659652,0.4185901405300222,0.042481530215235805,0.08792236226576346,3.627817153930664,14.672173961378242,3.3172914888187157,0.02329906033546435,0.0,0.3812293667852143,0.011823795395082763,0.008127757616750855,0.017409219819421052,0.5729741004581002,0.5729741004581002,1.13924766429747,0.37716772118802827,0.03709300341529878,0.08718481378924565,3.518430096533162,14.777678191059767,2.21193349080455,0.023861596780995326,0.0,0.34025337830537095,0.007432580218408947,0.009128417477939868,0.02035335122736215,0.001
3.0,0.6526700517812829,0.6526700517812829,1.1783031478072659,0.40469384648315565,0.047355406525660844,0.08820487236903038,3.627817167577519,14.672174058779321,3.3172914644684455,0.023299060191219103,0.0,0.3608471565575712,0.01694751441620884,0.008595465982957889,0.018303711153357785,0.6789610131019695,0.6789610131019695,1.1338404059811473,0.31524925601201426,0.040345872002920315,0.08670655452342146,3.518430096533162,14.777678191059767,2.21193349080455,0.023861596780995326,0.0,0.2766444411141302,0.010842792272743353,0.008632306388958736,0.01912971138828732,0.001
4.0,0.600555283252639,0.600555283252639,1.1772378954689378,0.37180458940774636,0.05546296019144733,0.08768340023746661,3.6278171389458826,14.672174021317367,3.3172914840021788,0.023299060377274566,0.0,0.3181308587860446,0.02548195451171912,0.009515524856478611,0.01867625011103991,0.7020481222807758,0.7020481222807758,1.1313945255696973,0.2824832508058259,0.044273380440995345,0.08583774204406674,3.518430096533162,14.777678191059767,2.21193349080455,0.023861596780995326,0.0,0.2369879540369567,0.015002035491971256,0.008521845673997996,0.021971412511034447,0.001
5.0,0.5589323053523212,0.5589323053523212,1.1801667982747928,0.3808262295661417,0.06299194581513988,0.08710348658790493,3.6278171654368356,14.672174109085374,3.317291459384323,0.023299060427446824,0.0,0.3128505999057247,0.03335780597696401,0.011894653887852743,0.022723168189042613,0.7452038038860668,0.7452038038860668,1.1332838655722262,0.28659425841437447,0.048770339388136914,0.08616063445304781,3.518430096533162,14.777678191059767,2.21193349080455,0.023861596780995326,0.0,0.23217763342841305,0.01967793832272793,0.011589859248537206,0.023148833231542647,0.001
6.0,0.5258033473617434,0.5258033473617434,1.1831830921933038,0.3939224966581154,0.06889222036340555,0.0869449660700446,3.6278171459031023,14.672173935690044,3.3172914636656894,0.023299060452532955,0.0,0.31809168110792885,0.03948903602247955,0.012964209942011253,0.02337757318451014,0.7619376836802422,0.7619376836802422,1.1394548183338409,0.3277521144460749,0.055933811824129084,0.08592598195429202,3.518430096533162,14.777678191059767,2.21193349080455,0.023861596780995326,0.0,0.2614122394359473,0.027213847170574495,0.013509113118930497,0.025616916736920275,0.001
7.0,0.5033736595200369,0.5033736595200369,1.1856344182349483,0.4051085583087973,0.07355306369454237,0.08678112396454035,3.6278171520575664,14.672173944252776,3.317291470355324,0.023299060304106688,0.0,0.31890462444286155,0.04431347006265028,0.015380081627622465,0.02651038335471108,0.8253483465223601,0.8253483465223601,1.1346436112818092,0.29262563897303057,0.052051994861777785,0.08559091253714128,3.518430096533162,14.777678191059767,2.21193349080455,0.023861596780995326,0.0,0.2305906493254382,0.02300993380096023,0.014319328321551635,0.024705732222458327,0.001
8.0,0.47804343439513186,0.47804343439513186,1.187208263159601,0.4160724777297674,0.07570167558161096,0.08636330560635772,3.6278171250314424,14.672173771927788,3.3172914944380087,0.023299060251843917,0.0,0.3273686948916995,0.046531849880478066,0.01645047777028196,0.025721456723833323,0.7754924407711735,0.7754924407711735,1.1391374518975665,0.3336099522683757,0.05343358270096458,0.08554322618727732,3.518430096533162,14.777678191059767,2.21193349080455,0.023861596780995326,0.0,0.2670354714698663,0.02466173315740595,0.013701651916409582,0.028211101444331484,0.001
9.0,0.4557235540631912,0.4557235540631912,1.1898966800216606,0.43698112915795795,0.07830744890619475,0.08590284691481745,3.6278171424244925,14.672173965659606,3.317291472496007,0.02329905970622059,0.0,0.3425778459285111,0.04922725164930427,0.017168893746396175,0.028007138376233955,0.7849593323087852,0.7849593323087852,1.1406028780471595,0.33365768635714493,0.05994966578503651,0.08430784629651593,3.518430096533162,14.777678191059767,2.21193349080455,0.023861596780995326,0.0,0.26147892489176405,0.031352586442171926,0.014012008253171388,0.026814162536753148,0.001
10.0,0.4322967931009436,0.4322967931009436,1.1899269738984029,0.4293806752907039,0.08141136571647878,0.08555075891658781,3.627817187914008,14.67217406413103,3.3172914543002006,0.023299060552877476,0.0,0.33067081612770005,0.052416519359105365,0.018150650543880917,0.028142690909430636,0.8308037595716791,0.8308037595716791,1.140441230651907,0.3300360356918489,0.060076949873355906,0.08471365375851943,3.518430096533162,14.777678191059767,2.21193349080455,0.023861596780995326,0.0,0.2589115456298546,0.03148555260164168,0.014445453546690419,0.025193480724587988,0.0005
