model,model_type,val_rmse,val_mae,val_mse,val_r2,test_rmse,test_mae,test_mse,test_r2,trainable_parameters,total_parameters,status,model_dir,model_path,val_predictions_path,test_predictions_path,metrics_path
BaselineTrainMean,baseline,20.12966545769678,17.765877294313942,405.2034314387909,-0.4350840713664801,21.673225237109236,18.06845587402289,469.72869217846863,-0.0230024559007016,0,0,evaluated,training/yield_runs/yield_all/BaselineTrainMean,,training/yield_runs/yield_all/BaselineTrainMean/val_predictions.csv,training/yield_runs/yield_all/BaselineTrainMean/test_predictions.csv,training/yield_runs/yield_all/BaselineTrainMean/metrics.json
Ridge,ml,20.200230439031827,17.600013489037796,408.049309789988,-0.44516314368911036,20.435887071582606,16.92311792265353,417.62548040247714,0.09047094799113942,19,19,trained,training/yield_runs/yield_all/Ridge,training/yield_runs/yield_all/Ridge/model.joblib,training/yield_runs/yield_all/Ridge/val_predictions.csv,training/yield_runs/yield_all/Ridge/test_predictions.csv,training/yield_runs/yield_all/Ridge/metrics.json
ExtraTrees,ml,20.865333529466866,18.38392878981526,435.36214329589427,-0.5418953262598094,19.613573982755963,16.052239681302197,384.6922843770416,0.16219477703473417,0,0,trained,training/yield_runs/yield_all/ExtraTrees,training/yield_runs/yield_all/ExtraTrees/model.joblib,training/yield_runs/yield_all/ExtraTrees/val_predictions.csv,training/yield_runs/yield_all/ExtraTrees/test_predictions.csv,training/yield_runs/yield_all/ExtraTrees/metrics.json
RandomForest,ml,21.463284617391462,18.793769602419225,460.67258656715296,-0.6315357664921004,19.534154877294096,15.979994835023039,381.58320677011267,0.16896590700919556,0,0,trained,training/yield_runs/yield_all/RandomForest,training/yield_runs/yield_all/RandomForest/model.joblib,training/yield_runs/yield_all/RandomForest/val_predictions.csv,training/yield_runs/yield_all/RandomForest/test_predictions.csv,training/yield_runs/yield_all/RandomForest/metrics.json
BaselinePreviousYearSameCounty,baseline,32.91916854777086,26.178645231677574,1083.6716578765463,-2.837973260216223,18.354003375999483,15.735989577432878,336.8694399262004,0.2663461481048667,0,0,evaluated,training/yield_runs/yield_all/BaselinePreviousYearSameCounty,,training/yield_runs/yield_all/BaselinePreviousYearSameCounty/val_predictions.csv,training/yield_runs/yield_all/BaselinePreviousYearSameCounty/test_predictions.csv,training/yield_runs/yield_all/BaselinePreviousYearSameCounty/metrics.json
