run_name,target_mode,states,max_counties,years,train_years,val_years,test_years,seq_len,loss_mode,feature_group,model,known_months,modality,rmse,mae,beats_lag1,beats_seasonal_last_year,runtime_seconds,status
ia30_seq6_seasonal_residual_blankfill,seasonal_residual,IA,10,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,seasonal_last_year,3,weather,556.1403647970429,91.30359178964646,True,False,143.40200781822205,completed
ia30_seq6_seasonal_residual_blankfill,seasonal_residual,IA,10,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,seasonal_last_year,6,ag,4.247728468200499,1.0418540038466744,True,False,143.40200781822205,completed
ia30_seq6_seasonal_residual_blankfill,seasonal_residual,IA,10,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,seasonal_last_year,6,ndvi,4.43858662570531,0.4816859365432281,True,False,143.40200781822205,completed
ia30_seq6_seasonal_residual_blankfill,seasonal_residual,IA,10,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,seasonal_last_year,6,weather,122.45232380182638,31.94745868080054,True,False,143.40200781822205,completed
ia30_seq6_seasonal_residual_blankfill,seasonal_residual,IA,10,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,seasonal_last_year,9,ag,4.99233583303211,1.1335828511668498,True,False,143.40200781822205,completed
ia30_seq6_seasonal_residual_blankfill,seasonal_residual,IA,10,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,seasonal_last_year,9,ndvi,0.0827380655551414,0.0357370492553821,True,False,143.40200781822205,completed
ia30_seq6_seasonal_residual_blankfill,seasonal_residual,IA,10,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,seasonal_last_year,9,weather,86.20715270667353,22.80967272930399,True,False,143.40200781822205,completed
ia30_seq6_seasonal_residual_blankfill,seasonal_residual,IA,10,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,0,ag,5.915168553384402,1.7262082874756794,True,False,143.40200781822205,completed
ia30_seq6_seasonal_residual_blankfill,seasonal_residual,IA,10,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,0,ndvi,3.313105185454248,0.4610904534644861,False,False,143.40200781822205,completed
ia30_seq6_seasonal_residual_blankfill,seasonal_residual,IA,10,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,0,weather,487.0068476942695,82.57890379974067,True,True,143.40200781822205,completed
ia30_seq6_seasonal_residual_blankfill,seasonal_residual,IA,10,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,1,ag,5.841099001524355,1.7073855284400534,True,False,143.40200781822205,completed
ia30_seq6_seasonal_residual_blankfill,seasonal_residual,IA,10,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,1,ndvi,3.434826945515163,0.4661066232470212,False,False,143.40200781822205,completed
ia30_seq6_seasonal_residual_blankfill,seasonal_residual,IA,10,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,1,weather,511.06790549276656,85.98667441846821,True,False,143.40200781822205,completed
ia30_seq6_seasonal_residual_blankfill,seasonal_residual,IA,10,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,3,ag,6.1319376079050105,1.7850800785144438,True,False,143.40200781822205,completed
ia30_seq6_seasonal_residual_blankfill,seasonal_residual,IA,10,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,3,ndvi,3.836714239492864,0.5726250105399501,False,False,143.40200781822205,completed
ia30_seq6_seasonal_residual_blankfill,seasonal_residual,IA,10,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,3,weather,562.0860454057862,92.71714390291568,True,False,143.40200781822205,completed
ia30_seq6_seasonal_residual_blankfill,seasonal_residual,IA,10,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,6,ag,4.96895207595853,1.4077672063819289,True,False,143.40200781822205,completed
ia30_seq6_seasonal_residual_blankfill,seasonal_residual,IA,10,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,6,ndvi,4.525127233263008,0.641596237204417,True,False,143.40200781822205,completed
ia30_seq6_seasonal_residual_blankfill,seasonal_residual,IA,10,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,6,weather,119.0990499978471,31.52224178758277,True,True,143.40200781822205,completed
ia30_seq6_seasonal_residual_blankfill,seasonal_residual,IA,10,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,9,ag,5.8196636095303536,1.5252895753882412,True,False,143.40200781822205,completed
ia30_seq6_seasonal_residual_blankfill,seasonal_residual,IA,10,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,9,ndvi,0.8814153191541945,0.2539055568131583,True,False,143.40200781822205,completed
ia30_seq6_seasonal_residual_blankfill,seasonal_residual,IA,10,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,9,weather,86.40468164176175,25.008894563286944,True,False,143.40200781822205,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,lstm,0,ag,8.140229077721635,2.1333566926443988,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,lstm,0,ndvi,3.112335981334506,0.4954516528632397,False,True,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,lstm,0,weather,526.5490172469914,107.15901097115508,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,lstm,1,ag,6.303096216022092,1.6839042515153944,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,lstm,1,ndvi,3.065423351958976,0.47767179484251,True,True,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,lstm,1,weather,568.4471253963281,100.46778072541824,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,lstm,3,ag,6.129629905318315,1.7236929504297829,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,lstm,3,ndvi,3.2707006202106665,0.4795631639047146,True,True,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,lstm,3,weather,616.6728856651914,117.8355407807392,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,lstm,6,ag,4.716365455948411,1.28920240029822,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,lstm,6,ndvi,3.867677045401003,0.5784428503446246,True,True,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,lstm,6,weather,152.80476161539568,36.81706230093484,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,lstm,9,ag,6.913231251742823,2.0548130845094823,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,lstm,9,ndvi,0.7128380463085832,0.2029864889914515,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,lstm,9,weather,93.60582413038928,24.472246500700717,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,naive_lag1,0,ag,14.691387056416838,3.899433055557004,False,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,naive_lag1,0,ndvi,3.0988209217058023,0.3259280277717927,False,True,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,naive_lag1,0,weather,1145.2140376735135,240.22987796786916,False,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,naive_lag1,1,ag,15.970441166757118,4.417287432686597,False,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,naive_lag1,1,ndvi,3.2447277736203404,0.3937771953484796,False,True,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,naive_lag1,1,weather,1231.2833028097723,273.30354262953927,False,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,naive_lag1,3,ag,19.10487118256973,5.653924558553707,False,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,naive_lag1,3,ndvi,3.586119143479894,0.4887135663362978,False,True,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,naive_lag1,3,weather,937.2599246867626,218.67385758588892,False,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,naive_lag1,6,ag,14.705098468218656,4.462521381468347,False,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,naive_lag1,6,ndvi,4.603283422557307,0.5971492553121169,False,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,naive_lag1,6,weather,927.9979101494793,220.89185872378167,False,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,naive_lag1,9,ag,22.83782847911265,7.769477376206002,False,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,naive_lag1,9,ndvi,3.567849718876294,0.7747315892190845,False,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,naive_lag1,9,weather,663.5751285990447,189.2554992245524,False,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,seasonal_last_year,0,ag,4.6190364272611975,1.1939320177868926,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,seasonal_last_year,0,ndvi,3.175047779968579,0.2794019060370004,False,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,seasonal_last_year,0,weather,487.607744582708,76.85034857061726,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,seasonal_last_year,1,ag,4.16455917622105,1.0734729028126864,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,seasonal_last_year,1,ndvi,3.315950499780217,0.2988376331681414,False,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,seasonal_last_year,1,weather,508.9944027653921,82.47646262174227,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,seasonal_last_year,3,ag,4.062688823596022,1.018442836591671,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,seasonal_last_year,3,ndvi,3.66514346315814,0.3477722938712916,False,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,seasonal_last_year,3,weather,556.1403647970429,91.30359178964646,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,seasonal_last_year,6,ag,4.247728468200499,1.0418540038466744,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,seasonal_last_year,6,ndvi,4.43858662570531,0.4816859365432281,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,seasonal_last_year,6,weather,122.45232380182638,31.94745868080054,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,seasonal_last_year,9,ag,4.99233583303211,1.1335828511668498,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,seasonal_last_year,9,ndvi,0.0827380655551414,0.0357370492553821,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,seasonal_last_year,9,weather,86.20715270667353,22.80967272930399,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,0,ag,6.971638392971011,1.7698169553699294,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,0,ndvi,2.841803781073399,0.4178246082247588,True,True,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,0,weather,577.771781448552,92.50300179786636,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,1,ag,8.967639189122808,2.4314518995700243,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,1,ndvi,3.030147394727753,0.4755781655028142,True,True,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,1,weather,644.3436425476043,111.91879998513843,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,3,ag,5.034233441852956,1.3494658425353312,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,3,ndvi,3.2759988261349102,0.475271705466748,True,True,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,3,weather,579.2396907245987,106.51030553533708,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,6,ag,5.903535374879687,1.566246496281302,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,6,ndvi,3.9158633011139776,0.5464597582743779,True,True,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,6,weather,199.4645258865333,49.63817399131341,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,9,ag,4.499148599598803,1.3757341579327154,True,True,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,9,ndvi,0.6787508607447189,0.2159765917549116,True,False,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,raw,IA,30,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6,raw_mse,all,tiny_mamba_ssm,9,weather,111.53224626318652,30.93957560220664,True,False,10.799675703048706,completed
