run_name,states,max_counties,years,train_years,val_years,test_years,seq_len,epochs,batch_size,learning_rate,hidden_size,num_layers,dropout,loss_mode,feature_group,target_mode,split,model,modality,rmse,mae,r2,features_beating_naive,runtime_seconds,status
ia_more_counties_seq12_bestsmall,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,12.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,val,naive_lag1,ndvi,2.220636452350884,0.2647083401679992,,0.0,3.0812618732452393,completed
ia_more_counties_seq12_bestsmall,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,12.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,val,naive_lag1,weather,346.50639198649714,80.99848937988281,,0.0,3.0812618732452393,completed
ia_more_counties_seq12_bestsmall,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,12.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,test,naive_lag1,ag,8.168210201626133,2.234904289245605,,0.0,3.0812618732452393,completed
ia_more_counties_seq12_bestsmall,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,12.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,test,naive_lag1,ndvi,3.993470704247877,0.383785992860794,,0.0,3.0812618732452393,completed
ia_more_counties_seq12_bestsmall,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,12.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,test,naive_lag1,weather,577.7335566677774,107.5191650390625,,0.0,3.0812618732452393,completed
ia_more_counties_seq12_bestsmall,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,12.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,val,lstm,ag,6.05728239505372,1.585512638092041,,34.0,3.0812618732452393,completed
ia_more_counties_seq12_bestsmall,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,12.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,val,lstm,ndvi,2.1969790394702966,0.5076862573623657,,34.0,3.0812618732452393,completed
ia_more_counties_seq12_bestsmall,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,12.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,val,lstm,weather,194.25967237823707,46.518333435058594,,34.0,3.0812618732452393,completed
ia_more_counties_seq12_bestsmall,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,12.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,test,lstm,ag,5.7538770790163465,1.722506046295166,,31.0,3.0812618732452393,completed
ia_more_counties_seq12_bestsmall,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,12.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,test,lstm,ndvi,2.9504695841868824,0.5217933654785156,,31.0,3.0812618732452393,completed
ia_more_counties_seq12_bestsmall,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,12.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,test,lstm,weather,537.4191508962069,85.53944396972656,,31.0,3.0812618732452393,completed
ia_more_counties_seq12_bestsmall,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,12.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,val,tiny_mamba_ssm,ag,5.084681577061862,1.446420431137085,,33.0,3.0812618732452393,completed
ia_more_counties_seq12_bestsmall,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,12.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,val,tiny_mamba_ssm,ndvi,1.9416934132950856,0.3897807002067566,,33.0,3.0812618732452393,completed
ia_more_counties_seq12_bestsmall,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,12.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,val,tiny_mamba_ssm,weather,211.06089909076005,51.26504135131836,,33.0,3.0812618732452393,completed
ia_more_counties_seq12_bestsmall,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,12.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,test,tiny_mamba_ssm,ag,5.683821610015785,1.6763393878936768,,31.0,3.0812618732452393,completed
ia_more_counties_seq12_bestsmall,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,12.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,test,tiny_mamba_ssm,ndvi,2.904551676364844,0.4786994755268097,,31.0,3.0812618732452393,completed
ia_more_counties_seq12_bestsmall,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,12.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,test,tiny_mamba_ssm,weather,564.9381326747205,96.26966094970705,,31.0,3.0812618732452393,completed
ia_more_counties_seq6_bestsmall_blankfill,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,val,naive_lag1,ag,8.220890361151772,2.291024684906006,,0.0,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,val,naive_lag1,ndvi,2.220636452350884,0.2647083401679992,,0.0,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,val,naive_lag1,weather,346.50639198649714,80.99848937988281,,0.0,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,test,naive_lag1,ag,8.168210201626133,2.234904289245605,,0.0,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,test,naive_lag1,ndvi,3.993470704247877,0.383785992860794,,0.0,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,test,naive_lag1,weather,577.7335566677774,107.5191650390625,,0.0,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,val,lstm,ag,5.023758137912997,1.37277090549469,,32.0,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,val,lstm,ndvi,1.9343545052917093,0.4434128701686859,,32.0,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,val,lstm,weather,219.6728569088589,52.00532913208008,,32.0,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,test,lstm,ag,4.804960016725332,1.4341169595718384,,32.0,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,test,lstm,ndvi,2.889934230438853,0.4901923239231109,,32.0,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,test,lstm,weather,526.7767553717608,83.81514739990234,,32.0,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,val,tiny_mamba_ssm,ag,3.800202846132418,1.0836368799209597,,32.0,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,val,tiny_mamba_ssm,ndvi,1.8567881179868224,0.3879175782203674,,32.0,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,val,tiny_mamba_ssm,weather,223.19742347023185,54.550106048583984,,32.0,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,test,tiny_mamba_ssm,ag,4.800517237133781,1.3658968210220337,,32.0,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,test,tiny_mamba_ssm,ndvi,2.845527512597826,0.4301337003707886,,32.0,10.799675703048706,completed
ia_more_counties_seq6_bestsmall_blankfill,IA,30.0,2017 2018 2019 2020 2021,2017 2018 2019,2020,2021,6.0,80.0,64.0,0.001,64.0,1.0,0.0,raw_mse,all,raw,test,tiny_mamba_ssm,weather,493.7570252664766,83.07398223876953,,32.0,10.799675703048706,completed
model_comparison_v1,,,,,,,,,,,,,,raw_mse,all,raw,,,,,,,,,partial
