model,known_months,count,rmse,mae,nrmse_std,nrmse_range,smape,pearson_corr,r2,modality,lag1_rmse,seasonal_last_year_rmse,beats_lag1,beats_seasonal_last_year,raw_rmse,raw_mae,count_overall,feature_wins_vs_lag1,feature_wins_vs_seasonal_last_year,run_name,feature_group,selected_feature_count,target_mode,loss_mode,trainable_parameters,training_runtime_seconds,input_dim,output_dim,seq_len,checkpoint_size_bytes,sarima_fit_count,sarima_fallback_count
seasonal_last_year,3,7290.0,414.5297546369532,50.8787831248575,0.6754764401235691,0.1452443000291916,41.46724535917989,0.948723450028194,0.8844270071143316,all,698.5963996772355,414.5297546369532,True,False,414.5297546369532,50.8787831248575,7290,23,0,ablation_ia30_seq6_lstm_residual_ndvi_weather,ndvi_weather,27,seasonal_residual,raw_mse,0,,27,27,6,0,4050,0
seasonal_last_year,6,4860.0,91.31852825974366,17.962670794463957,0.6589506312260482,0.1407197052291858,45.397303974116994,0.9973208399466528,0.9884985103560576,all,691.6956021713017,91.31852825974366,True,False,91.31852825974366,17.962670794463957,4860,20,0,ablation_ia30_seq6_lstm_residual_ndvi_weather,ndvi_weather,27,seasonal_residual,raw_mse,0,,27,27,6,0,4050,0
seasonal_last_year,9,2430.0,64.2550414222831,12.687923538171276,0.6133831475883681,0.1417304950739178,41.950757583243785,0.9944392106105868,0.9788601390248556,all,494.6053943055134,64.2550414222831,True,False,64.2550414222831,12.687923538171276,2430,22,0,ablation_ia30_seq6_lstm_residual_ndvi_weather,ndvi_weather,27,seasonal_residual,raw_mse,0,,27,27,6,0,4050,0
ensemble_mean,0,5400.0,479.13626256793526,77.41922921504487,0.7118155977839045,0.154308421701082,54.77498159531243,0.9477572959317936,0.889125700347597,all,1145.2140375957902,487.6077441898592,True,True,479.13626256793526,77.41922921504487,5400,14,8,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,0,,15,15,6,0,2250,0
ensemble_mean,1,4950.0,502.576406949905,82.87746194590518,0.7277516777669417,0.1583035377463783,54.13883658019829,0.9472246932545362,0.8873053686417862,all,1231.2833152043568,508.9944023519949,True,True,502.576406949905,82.87746194590518,4950,13,9,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,0,,15,15,6,0,2250,0
ensemble_mean,3,4050.0,550.4451381246237,90.89071501813224,0.7557051723132749,0.1631806738150509,54.52038943462049,0.9480269091532084,0.8835600024126686,all,937.2599346794464,556.1403643338386,True,True,550.4451381246237,90.89071501813223,4050,13,8,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,0,,15,15,6,0,2250,0
ensemble_mean,6,2700.0,144.01252558879094,37.921962296479485,0.7051105795893421,0.1515053094111059,57.27353096824922,0.9974111263817912,0.9836133203228308,all,927.9978980258873,122.4523239674872,True,False,144.01252558879094,37.921962296479485,2700,13,9,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,0,,15,15,6,0,2250,0
ensemble_mean,9,1350.0,119.45247748936715,32.20716486185996,0.7060553462140242,0.1607094591724931,62.41281568237919,0.9967456767492268,0.9579274195129632,all,663.5750969541749,86.20715254694798,True,False,119.45247748936715,32.20716486185996,1350,13,8,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,0,,15,15,6,0,2250,0
lstm,0,5400.0,474.8786867451552,78.80993383331949,0.8229509883126099,0.1758085960385647,63.12842337457238,0.9485621149783792,0.8910873906983376,all,1145.2140375957902,487.6077441898592,True,True,474.8786867451552,78.80993383331949,5400,12,1,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,21839,0.928967144980561,15,15,6,90835,2250,0
lstm,1,4950.0,496.11419983423633,84.11713140887443,0.8394868407970458,0.1795814495448005,62.42447125522388,0.9483137986407272,0.8901848277758325,all,1231.2833152043568,508.9944023519949,True,True,496.11419983423633,84.11713140887443,4950,12,1,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,21839,0.928967144980561,15,15,6,90835,2250,0
lstm,3,4050.0,548.5469756699449,94.40558764922858,0.8848533487500367,0.1876882162306478,63.20500214319369,0.947585473071808,0.8843616836708378,all,937.2599346794464,556.1403643338386,True,True,548.5469756699449,94.40558764922858,4050,13,2,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,21839,0.928967144980561,15,15,6,90835,2250,0
lstm,6,2700.0,154.049173556028,38.53050636341312,0.8640468596363716,0.1833269338444461,66.64069077764715,0.9951431869236524,0.9812496588185778,all,927.9978980258873,122.4523239674872,True,False,154.049173556028,38.530506363413124,2700,12,1,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,21839,0.928967144980561,15,15,6,90835,2250,0
lstm,9,1350.0,111.48679219325903,31.43465766093521,0.782652673497555,0.1776046074814636,69.37264227421005,0.9821071516147164,0.9633515456939976,all,663.5750969541749,86.20715254694798,True,False,111.48679219325903,31.434657660935212,1350,11,5,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,21839,0.928967144980561,15,15,6,90835,2250,0
naive_lag1,0,5400.0,1145.2140375957902,240.22987796786916,1.472187825138432,0.3895331334398825,89.44118865556976,0.8455954913507849,0.3665882281168132,all,1145.2140375957902,487.6077441898592,False,False,1145.2140375957902,240.22987796786913,5400,0,2,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,0,,15,15,6,0,2250,0
naive_lag1,1,4950.0,1231.2833152043568,273.3035471424116,1.828798292348823,0.4660352989198079,103.1947601164864,0.8655900280866066,0.3235822081209452,all,1231.2833152043568,508.9944023519949,False,False,1231.2833152043568,273.3035471424116,4950,0,2,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,0,,15,15,6,0,2250,0
naive_lag1,3,4050.0,937.2599346794464,218.67385875001185,1.2457370485826176,0.3140339750542997,72.34713291815862,0.881928715175075,0.662406396313987,all,937.2599346794464,556.1403643338386,False,False,937.2599346794465,218.67385875001182,4050,0,2,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,0,,15,15,6,0,2250,0
naive_lag1,6,2700.0,927.9978980258873,220.8918552923644,1.5933526874601225,0.3545814940411621,70.76988753855221,0.8977066259181711,0.3195684857736255,all,927.9978980258873,122.4523239674872,False,False,927.9978980258871,220.8918552923644,2700,0,3,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,0,,15,15,6,0,2250,0
naive_lag1,9,1350.0,663.5750969541749,189.25549076435743,1.2922786831802462,0.3360402815705115,88.59817479808301,0.9759211411459144,-0.2983416252345785,all,663.5750969541749,86.20715254694798,False,False,663.5750969541749,189.25549076435743,1350,0,1,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,0,,15,15,6,0,2250,0
sarima,0,5400.0,488.6339075391061,87.70718358322426,0.7816372282994506,0.1661966902451517,55.61681510168713,0.9436728692007488,0.8846865381375463,all,1145.2140375957902,487.6077441898592,True,False,488.63390753910613,87.70718358322426,5400,14,4,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,0,,15,15,6,0,2250,0
sarima,1,4950.0,514.5992202059331,91.34421310547852,0.7966451408570313,0.1700623559192504,54.76026181606602,0.9429392830305124,0.8818490327881139,all,1231.2833152043568,508.9944023519949,True,False,514.5992202059331,91.34421310547852,4950,13,4,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,0,,15,15,6,0,2250,0
sarima,3,4050.0,558.4818396252998,98.5730143841586,0.8215575504774634,0.1763726244717109,54.28160790892638,0.9458548349918584,0.8801350479887722,all,937.2599346794464,556.1403643338386,True,False,558.4818396252998,98.5730143841586,4050,12,5,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,0,,15,15,6,0,2250,0
sarima,6,2700.0,228.86240658954907,60.26485111718239,0.6650505278840274,0.1422518383479435,54.46670343210858,0.9920380222273028,0.9586153437712358,all,927.9978980258873,122.4523239674872,True,False,228.86240658954907,60.26485111718239,2700,14,11,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,0,,15,15,6,0,2250,0
sarima,9,1350.0,274.02582874854744,77.00075125387421,0.7048069853447365,0.1563427421578105,61.90995954521996,0.997672588039938,0.778592755598933,all,663.5750969541749,86.20715254694798,True,False,274.02582874854744,77.00075125387421,1350,11,9,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,0,,15,15,6,0,2250,0
seasonal_last_year,0,5400.0,487.6077441898592,76.85034857061726,0.7498701375006114,0.1622690390377342,40.29999781710152,0.947257436673911,0.8851703615474479,all,1145.2140375957902,487.6077441898592,True,False,487.6077441898592,76.85034857061726,5400,13,0,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,0,,15,15,6,0,2250,0
seasonal_last_year,1,4950.0,508.9944023519949,82.47646262174227,0.770982856706191,0.1672831128052762,41.43429160030696,0.9470774912261958,0.8844087271229142,all,1231.2833152043568,508.9944023519949,True,False,508.99440235199484,82.47646262174227,4950,13,0,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,0,,15,15,6,0,2250,0
seasonal_last_year,3,4050.0,556.1403643338386,91.30359178964646,0.7958359456847811,0.1711000191473958,40.49885284054229,0.9472240662440252,0.8811380249487253,all,937.2599346794464,556.1403643338386,True,False,556.1403643338386,91.30359178964646,4050,13,0,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,0,,15,15,6,0,2250,0
seasonal_last_year,6,2700.0,122.4523239674872,31.94745868080054,0.7523529612150105,0.1609147653243337,42.434402852586985,0.9972501313590988,0.9881525606753384,all,927.9978980258873,122.4523239674872,True,False,122.4523239674872,31.94745868080054,2700,12,0,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,0,,15,15,6,0,2250,0
seasonal_last_year,9,1350.0,86.20715254694798,22.80967272930399,0.7609082251774704,0.1718484989609335,52.82543903132847,0.9942582452190338,0.97808732340345,all,663.5750969541749,86.20715254694798,True,False,86.20715254694798,22.80967272930399,1350,13,0,ablation_ia30_seq6_lstm_residual_weather,weather,15,seasonal_residual,raw_mse,0,,15,15,6,0,2250,0
