model,model_type,split,train_loss,val_loss,physics_loss,physics_latent_loss,physics_ag_loss,physics_ndvi_loss,physics_weather_loss,physics_weather_identity_loss,physics_weather_threshold_loss,physics_weather_drought_loss,physics_weather_bounded_loss,physics_consistency_loss,physics_growth_loss,physics_phenology_loss,physics_water_loss,rmse,mae,mse,r2,val_rmse,val_mae,val_mse,val_r2,checkpoint_path,history_path,loss_curve_path,physics_curve_path,predictions_path,trainable_parameters,total_parameters,status
transformer_encoder,learned,test,0.3753546351267968,0.7991398871948422,1.1027760995357527,0.051085150013568024,0.03425908635561715,0.07965193591033569,3.518430096533162,14.777678191059767,2.21193349080455,0.023861596780995326,0.0,0.038137340410189194,0.0035156554664776784,0.007015711276694781,0.0024164430209143895,447.87252301854824,71.90264892578125,200589.796875,0.7478794455528259,348.57193034580393,61.664424896240234,121502.390625,0.8979759812355042,/mnt/c/Users/lobakkang/GITHUB/Crop-Net/training/runs/transformer_best/transformer_encoder/checkpoint.pt,/mnt/c/Users/lobakkang/GITHUB/Crop-Net/training/runs/transformer_best/transformer_encoder/history.csv,/mnt/c/Users/lobakkang/GITHUB/Crop-Net/training/runs/transformer_best/transformer_encoder/loss_curve.png,/mnt/c/Users/lobakkang/GITHUB/Crop-Net/training/runs/transformer_best/transformer_encoder/physics_curve.png,/mnt/c/Users/lobakkang/GITHUB/Crop-Net/training/runs/transformer_best/transformer_encoder/test_predictions.csv,172224,172224,trained
