model,model_type,split,train_loss,val_loss,physics_loss,rmse,mae,mse,r2,val_rmse,val_mae,val_mse,val_r2,checkpoint_path,history_path,loss_curve_path,physics_curve_path,predictions_path,trainable_parameters,total_parameters,status
lstm,learned,test,17486.38814953854,16990.137093592173,566324.9648569024,181.70409710914612,44.243255615234375,33016.37890625,0.9585018157958984,353.3405094593599,59.34889221191406,124849.515625,0.8951654434204102,training/runs/lstm_best/lstm/checkpoint.pt,training/runs/lstm_best/lstm/history.csv,training/runs/lstm_best/lstm/loss_curve.png,training/runs/lstm_best/lstm/physics_curve.png,training/runs/lstm_best/lstm/test_predictions.csv,58848,58848,trained
