job,run_name,models,run_dir,metrics_path,objective_column,objective_direction,status,combo,model,model_type,split,train_loss,val_loss,physics_loss,rmse,mae,mse,r2,val_rmse,val_mae,val_mse,val_r2,checkpoint_path,history_path,loss_curve_path,physics_curve_path,predictions_path,trainable_parameters,total_parameters,score
transformer_encoder,transformer_best,transformer_encoder,training/runs/transformer_best,training/runs/transformer_best/metrics.csv,val_r2,max,trained,{},transformer_encoder,learned,test,0.5801072131847751,0.6151288254092439,15.546748029663908,2.6909596552948467,0.4377546906471252,7.24126386642456,0.9062752723693848,2.8069656173290896,0.4554139673709869,7.879055976867676,0.897529125213623,training/runs/transformer_best/transformer_encoder/checkpoint.pt,training/runs/transformer_best/transformer_encoder/history.csv,training/runs/transformer_best/transformer_encoder/loss_curve.png,training/runs/transformer_best/transformer_encoder/physics_curve.png,training/runs/transformer_best/transformer_encoder/test_predictions.csv,172224,172224,0.897529125213623
