model,model_type,checkpoint_path,history_path,predictions_path,trainable_parameters,total_parameters,status
tiny_mamba_ssm,learned,training/runs/mamba_best/tiny_mamba_ssm/checkpoint.pt,training/runs/mamba_best/tiny_mamba_ssm/history.csv,training/runs/mamba_best/tiny_mamba_ssm/test_predictions.csv,94208,94208,trained
