model,model_type,split,train_loss,val_loss,physics_loss,physics_latent_loss,physics_ag_loss,physics_ndvi_loss,physics_weather_loss,physics_weather_identity_loss,physics_weather_threshold_loss,physics_weather_drought_loss,physics_weather_bounded_loss,physics_consistency_loss,physics_growth_loss,physics_phenology_loss,physics_water_loss,rmse,mae,mse,r2,val_rmse,val_mae,val_mse,val_r2,checkpoint_path,history_path,loss_curve_path,physics_curve_path,predictions_path,trainable_parameters,total_parameters,status
tiny_mamba_ssm,learned,test,0.3909941026658723,0.8736227072449244,1.1004107600510722,0.031747521725969285,0.0327365223431226,0.07971493114626367,3.518430096533162,14.777678191059767,2.21193349080455,0.023861596780995326,0.0,0.025579546073370107,0.0020364099629035202,0.0024709333791099615,0.0016606324567907938,459.0377503539333,75.71416473388672,210715.65625,0.7351522445678711,347.2974454628194,65.4676742553711,120615.515625,0.8987206816673279,/mnt/c/Users/lobakkang/GITHUB/Crop-Net/training/runs/mamba_best/tiny_mamba_ssm/checkpoint.pt,/mnt/c/Users/lobakkang/GITHUB/Crop-Net/training/runs/mamba_best/tiny_mamba_ssm/history.csv,/mnt/c/Users/lobakkang/GITHUB/Crop-Net/training/runs/mamba_best/tiny_mamba_ssm/loss_curve.png,/mnt/c/Users/lobakkang/GITHUB/Crop-Net/training/runs/mamba_best/tiny_mamba_ssm/physics_curve.png,/mnt/c/Users/lobakkang/GITHUB/Crop-Net/training/runs/mamba_best/tiny_mamba_ssm/test_predictions.csv,58432,58432,trained
